,sector,annual return log,Std
WLTW,Financials,0.03750858492923646,0.4322099030804824
WYNN,Consumer Discretionary,-0.3972374071458705,0.9223739543536774
XEL,Utilities,0.0592883823739593,0.41997448839039037
XRX,Information Technology,-0.4542923949807055,0.7084680100780855
XLNX,Information Technology,0.35360653922780555,0.5116331145236374
XYL,Industrials,0.20190885952055007,0.4951465933411914
YUM,Consumer Discretionary,0.03334117330521708,0.4626442217608614
ZBRA,Information Technology,0.4547199613124495,0.533450705625746
ZBH,Health Care,0.00894215991760664,0.5315878211470705
ZION,Financials,-0.1873320792216978,0.6262530840030265
ZTS,Health Care,0.14617711040486736,0.42131167575371625
